Species,Dataset,IUCN,Class,Mass,ScaledLogRaw,Res
Cantoria violacea,Willemen et al. (2015),LC,Reptilia,1494.5949723340382,-1.195370124927405,-0.859849308631258
Capito niger,Willemen et al. (2015),LC,Aves,63,-0.038213722053982366,-0.5044774333903241
Capra aegagrus,Willemen et al. (2015),VU,Mammalia,33500,1.3993175617075981,1.793170538428297
Capra caucasica,Willemen et al. (2015),EN,Mammalia,55000,0.19812189860497703,0.5469806806184156
Capra cylindricornis,Willemen et al. (2015),NT,Mammalia,50000,-0.3421403132339983,0.035448927255848695
Capra falconeri,Willemen et al. (2015),EN,Mammalia,41000,0.7825217161677626,1.149550519163083
Capra ibex,Willemen et al. (2015),LC,Mammalia,85166.5,1.929405689817682,2.182615222270747
Capra nubiana,Willemen et al. (2015),VU,Mammalia,62624.8,0.6579839789531595,1.0140370823100655
Capra pyrenaica,Willemen et al. (2015),LC,Mammalia,50000,1.3630390949779896,1.661889773349578
Capra sibirica,Willemen et al. (2015),LC,Mammalia,130000,0.006415280545073937,0.2014372675916252
Capra walie,Willemen et al. (2015),EN,Mammalia,100000,-0.37463468670566,-0.08417954356255486
Capreolus capreolus,Willemen et al. (2015),LC,Mammalia,22500,0.5925215241939533,0.9270633152085237
Capreolus pygargus,Willemen et al. (2015),LC,Mammalia,43752.2,-0.4896744340831805,-0.18271499449083453
Capricornis crispus,Willemen et al. (2015),LC,Mammalia,37160,0.49745710347751365,0.8129722868067711
Capricornis sumatraensis,Willemen et al. (2015),VU,Mammalia,87500,-0.23194562494273616,0.0918229851335623
Capricornis swinhoei,Willemen et al. (2015),LC,Mammalia,21000,-0.6460669044140142,-0.3095783254370992
Capricornis thar,Willemen et al. (2015),NT,Mammalia,112500,-1.4992967161074209,-1.2028236407152588
Caprimulgus aegyptius,Willemen et al. (2015),LC,Aves,70,-0.3421403132339983,-0.8084131095808311
Caprimulgus carolinensis,Willemen et al. (2015),LC,Aves,107.9,0.25781223400960207,-0.20850975117974588
Caprimulgus clarus,Willemen et al. (2015),LC,Aves,43.8,-0.10580469257503891,-0.5720434850254627
Caprimulgus climacurus,Willemen et al. (2015),LC,Aves,45.8,0.3032120660821104,-0.1630293220855966
Caprimulgus donaldsoni,Willemen et al. (2015),LC,Aves,30.1,-1.4992967161074209,-1.9655177278944553
Caprimulgus europaeus,Willemen et al. (2015),LC,Aves,83.2,1.1332479747061415,0.6669580466252398
Caprimulgus fossii,Willemen et al. (2015),LC,Aves,57.4,-0.16435465442167962,-0.6306110977496286
Caprimulgus fraenatus,Willemen et al. (2015),LC,Aves,54.9,-1.0175844661150866,-1.483837664796432
Caprimulgus inornatus,Willemen et al. (2015),LC,Aves,47.8,-0.7936010252631963,-1.259845009148186
Caprimulgus macrurus,Willemen et al. (2015),LC,Aves,70.2,0.6767785725671385,0.21050551664857758
Caprimulgus natalensis,Willemen et al. (2015),LC,Aves,65,-1.0175844661150866,-1.4838507731687112
Caprimulgus pectoralis,Willemen et al. (2015),LC,Aves,54,-0.14395686565460664,-0.6102088962631743
Caprimulgus poliocephalus,Willemen et al. (2015),LC,Aves,47,-0.6460669044140142,-1.1123098500120907
Caprimulgus ruficollis,Willemen et al. (2015),LC,Aves,83.5,0.7092729460388002,0.24298262860030645
Caprimulgus rufigena,Willemen et al. (2015),LC,Aves,55.1,-0.8914435337473892,-1.3576969920004625
Caprimulgus ruwenzorii,Willemen et al. (2015),LC,Aves,51.6,-1.195370124927405,-1.6616190406752327
Caprimulgus stellatus,Willemen et al. (2015),LC,Aves,59.7,-0.7936010252631963,-1.2598604536660205
Caprimulgus tristigma,Willemen et al. (2015),LC,Aves,78.5,-1.0175844661150866,-1.4838682942603723
Caprimulgus vociferus,Willemen et al. (2015),LC,Aves,56.5,0.3173575955706548,-0.14889767968451684
Caprolagus hispidus,Willemen et al. (2015),EN,Mammalia,2497,-1.195370124927405,-0.7783698706559856
Capromys pilorides,Willemen et al. (2015),LC,Mammalia,3090,0.350845114168809,0.7105783414161166
Caracal aurata,Willemen et al. (2015),NT,Mammalia,10650,-1.4992967161074209,-1.0706367380720707
Cardinalis cardinalis,Willemen et al. (2015),LC,Aves,41,2.3326871926653228,1.8664520342190956
Cardinalis sinuatus,Willemen et al. (2015),LC,Aves,37,1.011773606251918,0.5455436392402568
Cardioderma cor,Willemen et al. (2015),LC,Mammalia,27.8,-1.4992967161074209,-1.1355891861279186
Carduelis cannabina,Willemen et al. (2015),LC,Aves,18.5,1.862342894489047,1.3961369378622548
Carduelis carduelis,Willemen et al. (2015),LC,Aves,14.9,1.6322962429523198,1.1660949586166374
Carduelis chloris,Willemen et al. (2015),LC,Aves,28.1,2.303507754051249,1.8372893379814974
Carduelis flammea,Willemen et al. (2015),LC,Aves,13.1,2.0311417118122024,1.5649427636220739
Carduelis flavirostris,Willemen et al. (2015),LC,Aves,14.4,0.8616610653800635,0.39546042997370173
Carduelis hornemanni,Willemen et al. (2015),LC,Aves,12.7,1.1645808285955626,0.698382399548891
Carduelis lawrencei,Willemen et al. (2015),LC,Aves,10.2,0.5496143646220942,0.08341918022202707
Carduelis psaltria,Willemen et al. (2015),LC,Aves,8.8,1.5365301711152681,1.0703368037172991
Carduelis spinus,Willemen et al. (2015),LC,Aves,13.4,2.1382993833178507,1.6721000457701305
Carduelis tristis,Willemen et al. (2015),LC,Aves,11.9,2.1254217709902785,1.65922438023052
Carlia dogare,Willemen et al. (2015),LC,Reptilia,2.2960119495019438,-0.8914435337473892,-0.5539859243497116
Carlia gracilis,Willemen et al. (2015),LC,Reptilia,1.2097038783149425,-0.4896744340831805,-0.15221541481118558
Carlia rubrigularis,Willemen et al. (2015),LC,Reptilia,4.363450333288476,-0.0707080955256441,0.266746830629261
Carlia tetradactyla,Willemen et al. (2015),LC,Reptilia,5.095128435935982,-0.31188877527086184,0.025565201269294905
Carollia brevicauda,Willemen et al. (2015),LC,Mammalia,14.4,-0.6460669044140142,-0.2823419831287152
Carollia castanea,Willemen et al. (2015),LC,Mammalia,13.3,-0.14395686565460664,0.219769483275198
Carollia perspicillata,Willemen et al. (2015),LC,Mammalia,18,0.20716290727939263,0.5708831562735819
Carollia subrufa,Willemen et al. (2015),LC,Mammalia,15.6,-1.4992967161074209,-1.1355733522524922
Carphophis amoenus,Willemen et al. (2015),LC,Reptilia,11.769460616910143,0.7577426159894843,1.0951879301899434
Carphophis vermis,Willemen et al. (2015),LC,Reptilia,15.58691822733711,0.11817874827685135,0.4556191079569619
Carpodacus cassinii,Willemen et al. (2015),NT,Aves,28.2,0.7752339020957256,0.3877539183583685
Carpodacus erythrinus,Willemen et al. (2015),LC,Aves,23.7,1.0001960785903525,0.5339833730986242
Carpodacus mexicanus,Willemen et al. (2015),LC,Aves,22.1,2.193430994029864,1.7272203651119624
Carpodacus purpureus,Willemen et al. (2015),LC,Aves,24.6,1.5446542400174852,1.0784403664529794
Carpodacus roseus,Willemen et al. (2015),LC,Aves,27.5,0.006415280545073937,-0.4598023568094923
Carpodacus rubicilla,Willemen et al. (2015),LC,Aves,45.9,-0.8914435337473892,-1.35768505170096
Carpodacus synoicus,Willemen et al. (2015),LC,Aves,21.5,0.046918522988793045,-0.41929132721392387
Casinycteris argynnis,Willemen et al. (2015),LC,Mammalia,29.9,-1.4992967161074209,-1.1355919116310664
Casmerodius albus,Willemen et al. (2015),LC,Aves,960,1.9014007751397886,1.433972884601965
Castor canadensis,Willemen et al. (2015),LC,Mammalia,21820,1.5224978252581958,1.8579221601490294
Castor fiber,Willemen et al. (2015),LC,Mammalia,19000,1.4195007018908277,1.7585849981508686
Catagonus wagneri,Willemen et al. (2015),EN,Mammalia,35566.4,0.46389631670542525,0.8379771644155423
Catharacta maccormicki,Willemen et al. (2015),LC,Aves,1421,0.14988943362945287,-0.3181367697421316
Catharacta skua,Willemen et al. (2015),LC,Aves,1935,0.6383475610769721,0.16965425836362447
Cathartes aura,Willemen et al. (2015),LC,Aves,1589,2.289475408194177,1.8212311645708097
Catharus fuscescens,Willemen et al. (2015),LC,Aves,39.7,0.9128585981236172,0.4466251268936237
Catharus minimus,Willemen et al. (2015),LC,Aves,28.9,0.6918478695794785,0.22562841522281424
Catharus ustulatus,Willemen et al. (2015),LC,Aves,29.9,1.1665921779293018,0.7003714257139956
Catherpes mexicanus,Willemen et al. (2015),LC,Aves,11.1,0.760284497808932,0.29408814533608735
Catoptrophorus semipalmatus,Willemen et al. (2015),LC,Aves,301.4,1.7026536162516976,1.2360804954152074
Cavia aperea,Willemen et al. (2015),LC,Mammalia,549,0.6071386572621263,0.9701697433176456
Cavia fulgida,Willemen et al. (2015),LC,Mammalia,282.5,-1.4992967161074209,-1.1359197507239256
Cavia magna,Willemen et al. (2015),LC,Mammalia,460,-0.5875169425673733,-0.22437034709275508
Cavia tschudii,Willemen et al. (2015),LC,Mammalia,1000,-1.0175844661150866,-0.6551387143069123
Cebuella pygmaea,Willemen et al. (2015),LC,Mammalia,70,1.1502369621655428,1.5138897225103711
Cebus albifrons,Willemen et al. (2015),LC,Mammalia,2629,0.6798341485973116,1.04016568867838
Cebus capucinus,Willemen et al. (2015),LC,Mammalia,2733,1.4886989813447336,1.8488955441270793
Cebus kaapori,Willemen et al. (2015),CR,Mammalia,2600,0.03382879315771204,0.5732689667955816
Celestus crusculus,Willemen et al. (2015),LC,Reptilia,11.721458087956394,-1.195370124927405,-0.8579247484264492
Cemophora coccinea,Willemen et al. (2015),LC,Reptilia,72.59037249897577,0.5774002538056395,0.9147666310600248
Centrocercus urophasianus,Willemen et al. (2015),NT,Aves,1700,1.1813902095371163,0.791740465722794
Centronycteris maximiliani,Willemen et al. (2015),LC,Mammalia,5,-1.4992967161074209,-1.1355595949508916
Centropus cupreicaudus,Willemen et al. (2015),LC,Aves,299,0.23321849565437183,-0.23335151032137888
Centropus grillii,Willemen et al. (2015),LC,Aves,151,-0.20823858736671097,-0.6746165102635102
Centropus leucogaster,Willemen et al. (2015),LC,Aves,336.5,-1.195370124927405,-1.6619888006022143
Centropus monachus,Willemen et al. (2015),LC,Aves,237,-0.14395686565460664,-0.6104464043945803
Centropus phasianinus,Willemen et al. (2015),LC,Aves,444.9,0.6247503975752204,0.15799103402366585
Centropus senegalensis,Willemen et al. (2015),LC,Aves,171,0.7177325020542257,0.251328621984595
Centropus superciliosus,Willemen et al. (2015),LC,Aves,180,0.7260319306368832,0.25961636983947856
Centurio senex,Willemen et al. (2015),LC,Mammalia,21.2,-0.5875169425673733,-0.22380084672083714
Cephalophus adersi,Willemen et al. (2015),CR,Mammalia,9250,-1.4992967161074209,-0.9684873024359454
Cephalophus callipygus,Willemen et al. (2015),LC,Mammalia,18249.9,-1.0175844661150866,-0.6775266460880095
Cephalophus dorsalis,Willemen et al. (2015),LC,Mammalia,20000,-1.195370124927405,-0.857583687308927
Cephalophus jentinki,Willemen et al. (2015),EN,Mammalia,70000.3,-1.4992967161074209,-1.1699062030750191
Cephalophus natalensis,Willemen et al. (2015),LC,Mammalia,12000,-0.0707080955256441,0.2774612112253376
Cephalophus niger,Willemen et al. (2015),LC,Mammalia,20400,-0.8914435337473892,-0.5541762395855366
Cephalophus nigrifrons,Willemen et al. (2015),LC,Mammalia,13899.8,-1.4992967161074209,-1.1535930812036805
Cephalophus ogilbyi,Willemen et al. (2015),LC,Mammalia,20000,-1.195370124927405,-0.857583687308927
Cephalophus rufilatus,Willemen et al. (2015),LC,Mammalia,12000,0.006415280545073937,0.35458458729605563
Cephalophus silvicultor,Willemen et al. (2015),LC,Mammalia,72500.3,-0.10580469257503891,0.1638437770037906
Cepphus carbo,Willemen et al. (2015),LC,Aves,480,-0.6460669044140142,-1.1128718228038872
Cepphus columba,Willemen et al. (2015),LC,Aves,483,1.254489712129015,0.7876809001632168
Cepphus grylle,Willemen et al. (2015),LC,Aves,386,1.4010844145451753,0.9344014948676084
Cerastes vipera,Willemen et al. (2015),LC,Reptilia,61.57607478380371,0.5657069372117813,0.903087609467637
Ceratogymna atrata,Willemen et al. (2015),LC,Aves,1059,-0.16435465442167962,-0.631911032965018
Ceratogymna elata,Willemen et al. (2015),NT,Aves,1750,-0.3421403132339983,-0.7318549499803987
Ceratophora aspera,Willemen et al. (2015),VU,Reptilia,2.6955154845347296,-1.0175844661150866,-0.6065397444532039
Ceratophrys cornuta,Willemen et al. (2015),LC,Amphibia,130,0.4110041544666903,0.493394541372169
Ceratotherium simum,Willemen et al. (2015),NT,Mammalia,2949986.3,1.9508911452220945,-1.435291894157283
Cerberus australis,Willemen et al. (2015),LC,Reptilia,221.12095633703652,-0.2835903513873574,0.05358325416525709
Cerberus microlepis,Willemen et al. (2015),EN,Reptilia,784.5960240383187,-1.4992967161074209,-1.106357024691063
Cerberus rynchops,Willemen et al. (2015),LC,Reptilia,1582.9166927520857,0.502048489784993,0.8374546769730576
Cercartetus caudatus,Willemen et al. (2015),LC,Mammalia,25,-1.195370124927405,-0.8316589609437068
Cercartetus concinnus,Willemen et al. (2015),LC,Mammalia,13,-1.195370124927405,-0.831643386640008
Cercartetus lepidus,Willemen et al. (2015),LC,Mammalia,7,-1.4992967161074209,-1.1355621906681743
Cercartetus nanus,Willemen et al. (2015),LC,Mammalia,24,-0.23194562494273616,0.13176683689960375
Cercocebus agilis,Willemen et al. (2015),LC,Mammalia,8023.4,-0.2835903513873574,0.06974002003766351
Cercocebus atys,Willemen et al. (2015),VU,Mammalia,7643.4,0.15996972552540928,0.5873809139975453
Cercocebus galeritus,Willemen et al. (2015),EN,Mammalia,7383,-0.5358722161227519,-0.12521329917400917
Cercocebus sanjei,Willemen et al. (2015),EN,Mammalia,8023.4,-0.7136578749350705,-0.3038301066603846
Cercocebus torquatus,Willemen et al. (2015),VU,Mammalia,8135.4,0.557734474200048,0.9845071162205351
Cercococcyx montanus,Willemen et al. (2015),LC,Aves,61,-1.4992967161074209,-1.9655578317264795
Cercomacra tyrannina,Willemen et al. (2015),LC,Aves,16.6,-0.02282711224099658,-0.4890306029363697
Cercomela melanura,Willemen et al. (2015),LC,Aves,15,0.47375006590148827,0.0075486517799415
Cercomela scotocerca,Willemen et al. (2015),LC,Aves,16,-0.8914435337473892,-1.3576462457275775
Cercomela sordida,Willemen et al. (2015),LC,Aves,18.5,-0.16435465442167962,-0.6305606110484719
Cercopithecus ascanius,Willemen et al. (2015),LC,Mammalia,3550,0.3173575955706548,0.6764938078428433
Cercopithecus campbelli,Willemen et al. (2015),LC,Mammalia,4100,-0.44788345683462255,-0.0894610668152935
Cercopithecus cephus,Willemen et al. (2015),LC,Mammalia,3485,-0.20823858736671097,0.1509819857171795
Cercopithecus diana,Willemen et al. (2015),VU,Mammalia,4175,0.46389631670542525,0.8958089980899578
Cercopithecus erythrogaster,Willemen et al. (2015),VU,Mammalia,2500,-1.195370124927405,-0.7612835303182539
Cercopithecus erythrotis,Willemen et al. (2015),VU,Mammalia,3918.3,-0.5358722161227519,-0.10362637442492975
Cercopithecus hamlyni,Willemen et al. (2015),VU,Mammalia,6875,0.15996972552540928,0.5883781885777224
Cercopithecus mitis,Willemen et al. (2015),LC,Mammalia,5000,0.6449912243266959,1.0022455415686182
Cercopithecus mona,Willemen et al. (2015),LC,Mammalia,4208.3,0.07198096623727977,0.4302627981657278
Cercopithecus neglectus,Willemen et al. (2015),LC,Mammalia,5480,0.78969037806367115,1.1463217231576435
Cercopithecus nictitans,Willemen et al. (2015),LC,Mammalia,5803.3,-0.038213722053982366,0.31799802534117255
Cercopithecus petaurista,Willemen et al. (2015),LC,Mammalia,2775,-0.10580469257503891,0.25433736014436115
Cercopithecus sclateri,Willemen et al. (2015),VU,Mammalia,3375,-1.4992967161074209,-1.0663457478096374
Cercosaura argulus,Willemen et al. (2015),LC,Reptilia,2.703951851622131,-0.40973128375505463,-0.07227420380570451
Cercosaura schreibersii,Willemen et al. (2015),LC,Reptilia,3.7040564864243475,-0.8914435337473892,-0.5539877517924817
Cercotrichas podobe,Willemen et al. (2015),LC,Aves,25,0.3032120660821104,-0.16300232662585212
Cerdocyon thous,Willemen et al. (2015),LC,Mammalia,5240,0.8945862298337067,1.2515290610016545
Cereopsis novaehollandiae,Willemen et al. (2015),LC,Aves,3770,1.1041548875777285,0.6330800142571126
Cerorhinca monocerata,Willemen et al. (2015),LC,Aves,456,0.6643387769368401,0.1975650071543641
Cerrophidion tzotzilorum,Willemen et al. (2015),LC,Reptilia,69.34301378010291,-0.8914435337473892,-0.5540729418804284
Certhia americana,Willemen et al. (2015),LC,Aves,7.9,1.3987270250716817,0.9325348257464898
Certhia brachydactyla,Willemen et al. (2015),LC,Aves,8,1.5365301711152681,1.0703378420042122
Certhia familiaris,Willemen et al. (2015),LC,Aves,9.1,1.6010276238948926,1.1348338671393312
Certhilauda burra,Willemen et al. (2015),VU,Aves,34.5,-1.4992967161074209,-1.8919358077091566
Certhilauda erythrochlamys,Willemen et al. (2015),LC,Aves,26.8,-0.8914435337473892,-1.3576602626009062
Certhionyx niger,Willemen et al. (2015),LC,Aves,9.8,-0.2835903513873574,-0.7497850166439681
Certhionyx pectoralis,Willemen et al. (2015),LC,Aves,9.8,-0.5875169425673733,-1.0537116078239839
Certhionyx variegatus,Willemen et al. (2015),LC,Aves,25.1,-0.5875169425673733,-1.0537314650612
Cervus elaphus,Willemen et al. (2015),LC,Mammalia,131250,2.4284461532390407,2.621845816983638
Cervus nippon,Willemen et al. (2015),LC,Mammalia,53000,1.7383861429062388,2.0333432453531386
Ceryle rudis,Willemen et al. (2015),LC,Aves,86.4,1.7993126600879115,1.333018578859357
Cettia cetti,Willemen et al. (2015),LC,Aves,13,1.1794457567457126,0.7132469383414489
Ceuthmochares aereus,Willemen et al. (2015),LC,Aves,64.2,-0.31188877527086184,-0.7781540440375734
Chaetodipus baileyi,Willemen et al. (2015),LC,Mammalia,26.4,-0.7136578749350705,-0.3499485279534704
Chaetodipus californicus,Willemen et al. (2015),LC,Mammalia,22,-0.4896744340831805,-0.12595937652355746
Chaetodipus eremicus,Willemen et al. (2015),LC,Mammalia,19,-1.4992967161074209,-1.135577764971873
Chaetodipus fallax,Willemen et al. (2015),LC,Mammalia,18.7,-1.4992967161074209,-1.1355773756142808
Chaetodipus formosus,Willemen et al. (2015),LC,Mammalia,19.5,-0.5358722161227519,-0.17215391391652496
Chaetodipus hispidus,Willemen et al. (2015),LC,Mammalia,32,-0.5358722161227519,-0.17217013714954468
Chaetodipus intermedius,Willemen et al. (2015),LC,Mammalia,16.5,-0.44788345683462255,-0.08416126105247099
Chaetodipus nelsoni,Willemen et al. (2015),LC,Mammalia,15.8,-1.4992967161074209,-1.1355736118242203
Chaetodipus penicillatus,Willemen et al. (2015),LC,Mammalia,16.9,-0.16435465442167962,0.19936702221701527
Chaetodipus spinatus,Willemen et al. (2015),LC,Mammalia,16.4,-0.5358722161227519,-0.1721498905547362
Chaetomys subspinosus,Willemen et al. (2015),VU,Mammalia,1300,-0.8914435337473892,-0.4557995087683629
Chaetophractus vellerosus,Willemen et al. (2015),LC,Mammalia,1030,-0.7136578749350705,-0.3512510588861429
Chaetophractus villosus,Willemen et al. (2015),LC,Mammalia,4540,0.350845114168809,0.7086964463858504
Chalcides bedriagai,Willemen et al. (2015),NT,Reptilia,20.035683472238222,0.3759075574172957,0.7920807053472471
Chalcides chalcides,Willemen et al. (2015),LC,Reptilia,34.16064773949282,-0.4896744340831805,-0.15225818047842352
Chalcides guentheri,Willemen et al. (2015),VU,Reptilia,10.817658868976121,-0.5358722161227519,-0.12483803585484818
Chalcides mionecton,Willemen et al. (2015),LC,Reptilia,6.503432919245956,-0.7136578749350705,-0.3762057261750575
Chalcides montanus,Willemen et al. (2015),NT,Reptilia,20.840399648060494,-1.195370124927405,-0.7791980214052966
Chalcides parallelus,Willemen et al. (2015),EN,Reptilia,16.159529547342466,-1.0175844661150866,-0.6236474527538614
Chalcides polylepis,Willemen et al. (2015),LC,Reptilia,98.1981766829651,-0.20823858736671097,0.12909455457772248
Chalcides sepsoides,Willemen et al. (2015),LC,Reptilia,7.87662462750248,-0.6460669044140142,-0.308616537862726
Chalcides sexlineatus,Willemen et al. (2015),LC,Reptilia,20.840399648060494,-0.5875169425673733,-0.2500834011635229
Chalcides sphenopsiformis,Willemen et al. (2015),LC,Reptilia,7.222157446130161,-0.8914435337473892,-0.5539923177902142
Chalcides striatus,Willemen et al. (2015),LC,Reptilia,34.16064773949282,0.6858821532553442,1.0232984068601012
Chalcides viridanus,Willemen et al. (2015),LC,Reptilia,48.988503743843985,0.13957193675833632,0.4769689459020424
Chalcophaps indica,Willemen et al. (2015),LC,Aves,136,1.082819541373999,0.6164610863568228
Chalcostigma herrani,Willemen et al. (2015),LC,Aves,5.2,-0.038213722053982366,-0.5044024171608419
Chalcostigma ruficeps,Willemen et al. (2015),LC,Aves,3,-0.7136578749350705,-1.1798437147529177
Chalcostigma stanleyi,Willemen et al. (2015),LC,Aves,4.5,0.07198096623727977,-0.39420682036853066
Chalinolobus dwyeri,Willemen et al. (2015),NT,Mammalia,9,-0.7136578749350705,-0.27118738309484886
Chalinolobus gouldii,Willemen et al. (2015),LC,Mammalia,14.5,-0.37463468670566,-0.010909895206225324
Chalinolobus morio,Willemen et al. (2015),LC,Mammalia,8.8,-0.5358722161227519,-0.1721400268290601
Chalinolobus nigrogriseus,Willemen et al. (2015),LC,Mammalia,8.8,-0.7136578749350705,-0.34992568564137866
Chalinolobus picatus,Willemen et al. (2015),NT,Mammalia,5.1,-1.0175844661150866,-0.5751089126261629
